Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Game Sales Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs
Mon Dec 02 2019,0,0,10.75,360,21,0,0,1,5.6,65,17,2375,222,43,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
Tue Dec 03 2019,0,0,0,156,4,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 04 2019,0,0,6.37,494,16,0,0,2,0,70,13,1478,234,41,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0
Thu Dec 05 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 06 2019,0,0,7.69,506,14,0,0,1,0.06,48,16,1654,216,31,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0
Sat Dec 07 2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 08 2019,0,0,4.69,277,15,0,0,2,0,42,11,906,194,35,2.27,0,0,0,0.042,0,0,0,0,1,1,0,0,0,0
Mon Dec 09 2019,0,0,5.97,328,13,0,0,5,0,45,11,997,168,22,2.32,0,2.1,1,0.021,0,0,0,0,1,1,0,0,1,1
Tue Dec 10 2019,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.1,0,2.075,0,0,0,0,0,0,1,1,0,0,1,1
Wed Dec 11 2019,0,0,10.21,457,19,0,1,4,4.68,75,19,1837,180,48,2.38,0,4.66,5,0.0735,0,0,0,0,1,1,0,0,2,2
Thu Dec 12 2019,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.006999999999999999,0,0,0,0,0,0,0,0,0,0
Fri Dec 13 2019,0,0,9.03,648,21,0,0,4,1.94,114,18,2168,241,64,2.485,0,0,1.17,0.0875,0,0,0,0,1,1,0,0,0,0
Sat Dec 14 2019,0,0,11,28,5,0,0,0,0,4,14,187,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 15 2019,0,0,5.95,583,16,0,0,2,0.08,62,12,1238,208,40,2.485,0,43.075,55,0.0385,0,0,0,0,1,1,0,0,18,18
Mon Dec 16 2019,0,0,12.51,675,20,2,15,2,11.73,99,20,1952,157,59,0,0,0,0,0.055999999999999994,0,0,0,0,0,0,0,0,0,0
Tue Dec 17 2019,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 18 2019,0,0,0,1,1,1,0,0,0,2,0,0,0,1,2.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Thu Dec 19 2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 20 2019,0,0,7.74,550,17,0,0,0,0,68,14,1857,241,44,2.295,0,2.39,5,0.049,0,0,0,0,1,1,0,0,1,1
Sat Dec 21 2019,0,0,9,28,8,0,0,1,0,4,11,54,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 22 2019,0,0,8,493,14,9,1,1,0,88,16,1895,237,35,0,0,48.08,0,0.042,0,0,0,0,0,0,0,0,20,20
Mon Dec 23 2019,0,0,8.69,412,17,0,1,2,0,78,15,2077,239,40,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0
Tue Dec 24 2019,0,0,7,5,4,0,0,2,0,0,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 25 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 26 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Fri Dec 27 2019,0,0,6.55,217,14,0,0,1,0,45,10,1447,222,35,0,0,0,0,0.013999999999999999,0,0,0,0,0,0,0,0,0,0
Sat Dec 28 2019,0,0,8.26,460,18,0,0,1,0.32,72,13,1866,227,47,2.08,0,38.45,0,0.0175,0,0,0,0,1,1,0,0,16,16
Sun Dec 29 2019,0,0,10.49,573,17,0,0,2,0,96,16,2455,235,62,0,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,0
Mon Dec 30 2019,0,0,5.33,381,15,1,0,0,0,66,11,1236,232,28,0,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,0
Tue Dec 31 2019,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 01 2020,0,0,8.66,482,19,1,0,5,10.23,89,18,1965,227,57,0,0,12.02,50,0.021,0,0,0,0,0,0,0,0,5,5
Thu Jan 02 2020,0,0,6.5,330,16,2,1,2,0,77,14,1625,249,31,0,0,0,0,0.013999999999999999,0,0,0,0,0,0,0,0,0,0
Fri Jan 03 2020,0,0,10.24,415,20,0,0,2,9.38,97,16,2345,229,48,0,0,0,1,0.0175,0,0,0,0,0,0,0,0,0,0
Sat Jan 04 2020,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 05 2020,0,0,7.72,487,22,0,0,4,2.27,71,12,1898,247,44,0,2.495,0,5,0.021,0,0,0,1,0,0,0,0,0,0
Mon Jan 06 2020,0,0,5.1,340,18,0,17,3,8.73,95,10,893,176,35,0,0,12.02,0.07,0.006999999999999999,0,0,0,0,0,0,0,0,5,5
Tue Jan 07 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0
Wed Jan 08 2020,0,0,8.89,388,17,0,1,2,1.23,78,15,1787,200,36,2.38,0,0,0.06,0.0175,0,0,0,0,1,1,0,0,0,0
Thu Jan 09 2020,0,0,4,195,12,0,0,2,0.14,29,9,724,189,25,0,2.495,0,0.03,0.0105,0,0,0,1,0,0,0,0,0,0
Fri Jan 10 2020,0,0,6.04,335,17,0,1,0,3.05,51,11,1377,229,37,2.11,0,0,0.01,0.027999999999999997,0,0,0,0,1,1,0,0,0,0
Sat Jan 11 2020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sun Jan 12 2020,0,0,6.36,475,11,1,1,0,0,47,11,1501,237,33,14.065,0,4.78,0.1,0.013999999999999999,0,0,0,0,2,1,0,1,2,2
Mon Jan 13 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tue Jan 14 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 15 2020,0,0,9.34,445,33,0,0,10,14.03,141,27,2074,223,97,6.815,0,0,0.03,0.049,0,0,0,0,3,3,0,0,0,0
Thu Jan 16 2020,0,0,7.79,331,23,0,1,2,31.04,108,60,1830,243,91,0,0,0,0.02,0.0315,0,0,0,0,0,0,0,0,0,0
Fri Jan 17 2020,0,0,4.79,227,13,0,0,1,0,51,9,1144,239,30,0,0,0,0.03,0.013999999999999999,0,0,0,0,0,0,0,0,0,0
Sat Jan 18 2020,0,0,4.6,135,6,1,0,0,0.6,15,8,336,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 19 2020,0,0,7.54,144,14,0,1,4,24.02,52,16,1553,207,38,0,0,0,0.01,0.013999999999999999,0,0,0,0,0,0,0,0,0,0
Mon Jan 20 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 21 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 22 2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 23 2020,0,0,12.73,476,27,0,0,4,33.85,122,78,3105,246,100,0,0,2.39,0.02,0.042,0,0,0,0,0,0,0,0,1,1
Fri Jan 24 2020,0,0,10.39,440,25,0,0,4,12.76,104,19,2515,242,71,0,0,0,0.01,0.027999999999999997,0,0,0,0,0,0,0,0,0,0
Sat Jan 25 2020,0,0,14.28,211,15,1,0,2,21.61,29,23,657,46,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 26 2020,0,0,11.04,440,18,1,2,1,9.05,85,36,2474,225,64,2.035,0,0,0,0.0525,0,0,0,0,1,1,0,0,0,0
Mon Jan 27 2020,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 28 2020,0,0,0,9,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 29 2020,0,0,10.35,470,23,0,1,6,0,72,17,2235,217,56,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0
Thu Jan 30 2020,0,0,5.92,288,18,0,0,3,0.26,58,15,1532,259,42,0,2.495,0,0,0.0245,0,0,0,1,0,0,0,0,0,0
Fri Jan 31 2020,0,0,17.36,487,31,0,0,7,23.5,128,37,3732,216,96,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0
Sat Feb 01 2020,0,0,12.63,466,18,0,0,4,1.51,89,16,4093,324,64,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0
Sun Feb 02 2020,0,0,7.46,230,14,0,1,0,0.34,61,20,1760,237,49,0,0,0,0,0.0735,0,0,0,0,0,0,0,0,0,0
Mon Feb 03 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 04 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 05 2020,0,0,9.8,365,20,0,1,2,2.72,78,17,2312,238,61,0,0,0,0.2,0.0315,0,0,0,0,0,0,0,0,0,0
Thu Feb 06 2020,0,0,12.45,228,17,0,0,3,8.25,103,40,2801,225,63,0,0,0,0.01,0.049,0,0,0,0,0,0,0,0,0,0
Fri Feb 07 2020,0,0,13.21,867,31,0,3,12,13.52,159,26,3011,229,99,0,0,2.39,11.6,0.077,0,0,0,0,0,0,0,0,1,1
Sat Feb 08 2020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 09 2020,0,0,12.19,532,24,2,0,4,1.59,136,23,3462,284,85,0,0,0,0.01,0.1015,0,0,0,0,0,0,0,0,0,0
Mon Feb 10 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.065,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tue Feb 11 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Wed Feb 12 2020,0,0,8.97,522,20,0,0,1,0.19,72,20,2090,233,45,4.165,0,0,0,0.042,0,0,0,0,2,2,0,0,0,0
Thu Feb 13 2020,0,0,21.35,751,34,0,0,6,32.74,186,84,7345,344,141,0,2.495,0,0.01,0.105,0,0,0,1,0,0,0,0,0,0
Fri Feb 14 2020,0,0,8.68,523,18,0,0,1,0,63,14,1641,189,40,0,0,0,0.05,0.07,0,0,0,0,0,0,0,0,0,0
Sat Feb 15 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.015,0,0,0,0.0034999999999999996,0,0,0,0,1,1,0,0,0,0
Sun Feb 16 2020,0,0,9.94,352,21,0,0,7,0,191,16,1958,197,95,0,0,0,0.04,0.11199999999999999,0,0,0,0,0,0,0,0,0,0
Mon Feb 17 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0
Tue Feb 18 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0
Wed Feb 19 2020,0,0,10.55,558,26,0,0,5,0.43,106,16,2552,242,52,0,0,0,0,0.055999999999999994,0,0,0,0,0,0,0,0,0,0
Thu Feb 20 2020,0,0,18.83,728,42,0,0,11,27.71,168,46,5309,282,118,2.315,0,0,0.5,0.1435,0,0,0,0,1,1,0,0,0,0
Fri Feb 21 2020,0,0,9.26,444,19,0,0,3,0.09,60,18,2231,241,46,0,0,0,0,0.055999999999999994,0,0,0,0,0,0,0,0,0,0
Sat Feb 22 2020,0,0,16,43,9,0,0,0,0,1,19,128,8,1,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0
Sun Feb 23 2020,0,0,24.41,782,42,0,1,14,4.69,302,45,8202,337,187,0,0,0,22.15,0.21,0,0,0,0,0,0,0,0,0,0
Mon Feb 24 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 25 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0
Wed Feb 26 2020,0,0,7.1,435,17,0,1,5,0.06,84,12,1725,243,55,2.01,0,5.035,1.08,0.0665,0,0,0,0,1,1,0,0,2,2
Thu Feb 27 2020,0,0,13.17,857,31,0,2,3,14.01,163,26,4938,375,118,0,0,2.325,15.02,0.126,0,0,0,0,0,0,0,0,1,1
Fri Feb 28 2020,0,0,9.7,498,25,0,0,4,27.83,102,17,2357,243,68,0,2.495,0,0,0.0735,0,0,0,1,0,0,0,0,0,0
Sat Feb 29 2020,0,0,10.5,74,9,1,0,0,9.52,11,13,231,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 01 2020,0,0,15.77,475,22,0,0,3,14.5,171,35,4890,310,119,0,0,1.97,0.05,0.11199999999999999,0,0,0,0,0,0,0,0,1,1
Mon Mar 02 2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 03 2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 04 2020,0,0,10.81,481,16,1,1,3,8.15,56,17,2270,209,40,0,0,0,2,0.0455,0,0,0,0,0,0,0,0,0,0
Thu Mar 05 2020,0,0,9.67,440,23,1,1,3,5.9,74,19,2612,270,53,0,2.495,0,16,0.0805,0,0,0,1,0,0,0,0,0,0
Fri Mar 06 2020,0,0,6.4,365,16,0,0,3,0,58,15,1550,242,41,0,0,0,1,0.035,0,0,0,0,0,0,0,0,0,0
Sat Mar 07 2020,0,0,5.29,38,6,0,0,0,0,9,7,164,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 08 2020,0,0,18.31,645,32,3,7,3,13.18,205,39,5730,313,141,0,0,2.74,0.08,0.2345,0,0,0,0,0,0,0,0,1,1
Mon Mar 09 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 10 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.145,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Wed Mar 11 2020,0,0,6.93,552,17,0,1,2,0,73,11,1503,217,46,2.38,0,0,0.25,0.063,0,0,0,0,1,1,0,0,0,0
Thu Mar 12 2020,0,0,9.86,541,20,0,2,0,0.05,67,14,2149,218,60,4.225,0,0,0.2,0.0455,0,0,0,0,2,2,0,0,0,0
Fri Mar 13 2020,0,0,6.7,366,18,0,2,2,0,78,11,1266,189,52,0,0,0,0.1,0.035,0,0,0,0,0,0,0,0,0,0
Sat Mar 14 2020,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 15 2020,0,0,14.48,1366,34,1,3,5,0.37,181,24,4851,335,121,16.42,4.99,68.685,143.71,0.1015,0,0,0,2,3,2,0,1,29,29
Mon Mar 16 2020,0,0,0,1,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 17 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 18 2020,0,0,7.28,368,17,0,1,0,1.88,57,13,1333,183,34,0,0,0,0,0.027999999999999997,0,0,0,0,0,0,0,0,0,0
Thu Mar 19 2020,0,0,12.21,766,25,0,0,3,1.47,102,21,3882,318,65,0,0,0,1.35,0.055999999999999994,0,0,0,0,0,0,0,0,0,0
Fri Mar 20 2020,0,0,9.7,892,23,0,0,5,0,86,16,3144,324,58,0,0,18.825,10,0.042,0,0,0,0,0,0,0,0,8,8
Sat Mar 21 2020,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 22 2020,0,0,13.36,585,26,0,1,5,0.77,125,20,3874,290,90,0,0,6.825,0,0.0735,0,0,0,0,0,0,0,0,3,3
Mon Mar 23 2020,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 24 2020,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 25 2020,0,0,11.03,360,19,0,1,2,0.19,83,17,2669,242,61,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0
Thu Mar 26 2020,0,0,10.64,620,25,0,0,4,0,140,18,3351,315,74,4.42,0,2.39,0,0.049,0,0,0,0,2,2,0,0,1,1
Fri Mar 27 2020,0,0,19.45,1061,37,0,0,14,18.79,178,67,5018,258,131,0,0,36.21,32,0.059500000000000004,0,0,0,0,0,0,0,0,16,16
Sat Mar 28 2020,0,0,0,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 29 2020,0,0,22.64,839,55,0,0,18,32.45,295,75,6973,308,229,0,0,4.71,0.1,0.203,0,0,0,0,0,0,0,0,2,2
Mon Mar 30 2020,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 31 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 01 2020,0,0,12.87,536,27,0,1,5,17.52,167,37,3076,240,134,2.035,0,0,0,0.1225,0,0,0,0,1,1,0,0,0,0
Thu Apr 02 2020,0,0,16.28,692,45,0,0,16,15.99,212,76,4428,272,164,0,0,0,0,0.055999999999999994,0,0,0,0,0,0,0,0,0,0
Fri Apr 03 2020,0,0,14.84,424,23,3,1,4,1.66,209,24,3621,244,130,0,0,0,1.15,0.14,0,0,0,0,0,0,0,0,0,0
Sat Apr 04 2020,0,0,0,0,0,2,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 05 2020,0,0,20.38,886,44,8,5,10,4.49,222,33,6215,305,139,0,0,0,0,0.11900000000000001,0,0,0,0,0,0,0,0,0,0
Mon Apr 06 2020,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 07 2020,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 08 2020,0,0,12.54,598,34,0,1,1,3.38,176,47,3022,241,121,0,0,23.995,0,0.055999999999999994,0,0,0,0,0,0,0,0,10,10
Thu Apr 09 2020,0,0,17.69,628,38,0,2,7,12.01,266,37,5714,324,176,0,0,0,2.09,0.1365,0,0,0,0,0,0,0,0,0,0
Fri Apr 10 2020,0,0,14.21,432,31,0,0,3,10.54,168,35,4307,303,124,2.075,0,2.33,0.6,0.11900000000000001,0,0,0,0,1,1,0,0,1,1
Sat Apr 11 2020,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 12 2020,0,0,25.94,967,42,0,2,11,20.33,386,71,7678,296,286,2.035,0,2.325,0,0.091,0,0,0,0,1,1,0,0,1,1
Mon Apr 13 2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0
Tue Apr 14 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 15 2020,0,0,21.96,773,42,0,3,15,10.45,271,47,5293,241,188,6.62,0,84.275,69.34,0.28,0,2.4,0,0,3,3,0,0,35,35
Thu Apr 16 2020,0,0,14.51,538,30,2,0,3,5.26,177,29,4337,299,136,0,0,21.555,0,0.042,0,0,0,0,0,0,0,0,9,9
Fri Apr 17 2020,0,0,13.31,496,28,2,0,5,12.19,217,55,4259,321,147,0,0,0,0.4,0.0875,0,0,0,0,0,0,0,0,0,0
Sat Apr 18 2020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 19 2020,0,0,13.11,698,35,0,0,6,1.41,306,28,4102,313,228,0,0,0,0.14,0.049,0,0,0,0,0,0,0,0,0,0
Mon Apr 20 2020,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0.006999999999999999,0,0,0,0,0,0,0,0,0,0
Tue Apr 21 2020,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0
Wed Apr 22 2020,0,0,19.81,687,37,0,1,13,39.85,295,43,4833,241,214,2.315,0,42.435,1,0.035,0,0,0,0,1,1,0,0,18,18
Thu Apr 23 2020,0,0,11.21,688,28,0,1,15,0.27,229,20,3340,298,163,0,0,19.175,0,0.063,0,0,0,0,0,0,0,0,8,8
Fri Apr 24 2020,0,0,15.2,570,35,2,0,6,9.2,313,26,3162,208,235,0,0,26.37,6,0.084,0,0,0,0,0,0,0,0,11,11
Sat Apr 25 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 26 2020,0,0,16.75,755,38,0,1,6,20.69,203,28,5042,301,163,1.995,0,0,9.15,0.055999999999999994,0,0,0,0,1,1,0,0,0,0
Mon Apr 27 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 28 2020,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 29 2020,0,0,9.88,546,30,0,5,6,0,135,16,2322,234,99,11.945,0,0,0.01,0.055999999999999994,0,0,0,0,1,0,0,1,0,0
Thu Apr 30 2020,0,0,17.21,1290,38,1,6,6,5.51,279,55,5284,307,199,0,0,0,1.01,0.091,0,0,0,0,0,0,0,0,0,0
Fri May 01 2020,0,0,25.35,973,51,4,5,12,25.05,310,91,7733,305,244,2.06,0,22.815,0.06,0.11900000000000001,0,0,0,0,1,1,0,0,10,10
Sat May 02 2020,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.006999999999999999,0,0,0,0,0,0,0,0,0,0
Sun May 03 2020,0,0,19.61,1059,48,17,3,14,28.29,304,58,6254,320,240,0,0,35.335,8.01,0.098,0,0,0,0,0,0,0,0,16,16
Mon May 04 2020,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 05 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed May 06 2020,0,0,24.69,1128,35,0,7,7,26.61,257,39,6024,244,168,0,0,10.655,1,0.0805,0,0,0,0,0,0,0,0,5,5
Thu May 07 2020,0,0,19.47,849,43,32,3,9,6.91,249,49,5354,275,184,0,0,0,1.01,0.042,0,0,0,0,0,0,0,0,0,0
Fri May 08 2020,0,0,17.1,703,38,2,3,3,0.68,176,30,5165,302,127,4.345,0,0,1.81,0.0735,0,0,0,0,2,2,0,0,0,0
Sat May 09 2020,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 10 2020,0,0,28.71,1089,42,4,3,15,35.67,346,82,8670,302,268,4.12,0,0,1,0.1295,0,0,0,0,2,2,0,0,0,0
Mon May 11 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 12 2020,0,0,20.73,885,42,0,2,7,9.86,221,60,6593,318,171,0,0,4.26,0,0.077,0,0,0,0,0,0,0,0,2,2
Wed May 13 2020,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 14 2020,0,0,17.07,1277,34,0,3,2,1.84,162,27,5223,306,90,0,0,6.915,0,0.059500000000000004,0,0,0,0,0,0,0,0,3,3
Fri May 15 2020,0,0,19.55,1153,37,4,9,2,8.95,201,38,6022,307,149,8.655,0,0,0,0.055999999999999994,0,0,0,0,4,4,0,0,0,0
Sat May 16 2020,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 17 2020,0,0,28.13,1385,51,2,2,15,44.36,359,83,9226,328,284,0,0,8.34,0,0.091,0,0,0,0,0,0,0,0,4,4
Mon May 18 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 19 2020,0,0,30.24,1874,47,3,6,5,6.33,295,42,9465,313,202,4.58,0,2.28,2,0.0805,0,0,0,0,2,2,0,0,1,1
Wed May 20 2020,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 21 2020,0,0,29.66,1508,48,0,13,11,35.04,287,119,9135,308,236,1.76,4.99,16.735,1,0.126,0,0,0,2,1,1,0,0,7,7
Fri May 22 2020,0,0,17.53,1465,30,58,2,0,3.65,113,26,5155,287,83,4.335,0,21.695,0,0.0315,0,0,0,0,2,2,0,0,10,10
Sat May 23 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0
Sun May 24 2020,0,0,21.52,1464,42,0,0,12,4.92,285,37,6974,319,195,8.375,0,15.15,6,0.098,0,0,0,0,4,4,0,0,7,7
Mon May 25 2020,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.006999999999999999,0,0,0,0,0,0,0,0,0,0
Tue May 26 2020,0,0,24.16,1712,53,1,17,8,7.11,299,55,7416,302,201,2.025,0,16.775,0,0.105,0,0,0,0,1,1,0,0,7,7
Wed May 27 2020,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 28 2020,0,0,29.31,1489,52,1,11,16,1.92,367,43,9145,312,249,2.145,0,0,0,0.2065,0,0,0,0,1,1,0,0,0,0
